category,name
Index,SP500
Index,CAC40
Index,GER30
Company,APPLE
Company,AMAZON
Company,SANOFI
Company,CASIC
Company,THALES
Company,LVMH
Company,ENGIE
Company,TOTALENERGIES
Company,INTERCONT_HOTELS
Company,AIRBUS
Company,STELLANTIS
Company,TESLA
Commodity,OIL
Commodity,GOLD
Commodity,GAS
