Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Return,Return_Abs,Volatility_20d,Volume_MA20,Volume_Ratio,Price_Range,Price_Range_Pct,MA_5,MA_20,MA_50,Abnormal_Move
2020-01-02 00:00:00-05:00,117.9396439549783,119.04489077291281,117.49248843363206,119.03644561767578,10803700,0.0,0.0,JPM,,,,,,1.5524023392807464,1.316268463446738,,,,False
2020-01-03 00:00:00-05:00,116.75234385771405,118.22129699265236,116.39572007123904,117.46559143066406,10386800,0.9,0.0,JPM,-0.013196413744215985,-1.5708541870117188,,,,1.8255769214133153,1.563631924715913,,,,False
2020-01-06 00:00:00-05:00,115.95416100009403,117.40614106274687,115.9032166042741,117.3721694946289,10259000,0.0,0.0,JPM,-0.0007953132053167833,-0.09342193603515625,,,,1.5029244584727621,1.296136719467569,,,,False
2020-01-07 00:00:00-05:00,116.56551573648005,117.05799980674644,115.32582562542724,115.37677001953125,10531300,0.0,0.0,JPM,-0.017000618491498254,-1.9953994750976562,,,,1.7321741813191949,1.4860091085901643,,,,False
2020-01-08 00:00:00-05:00,115.22391904781732,116.82024576335374,115.1390160466574,116.27681732177734,9695300,0.0,0.0,JPM,0.007800940363417386,0.9000473022460938,,,,1.6812297166963361,1.4590978423487182,117.10555877685547,,,False
2020-01-09 00:00:00-05:00,117.21935713362588,117.37219034823964,116.36174979709537,116.70140075683594,9469000,0.0,0.0,JPM,0.003651488274602821,0.42458343505859375,,,,1.0104405511442707,0.8620082688155374,116.6385498046875,,,False
2020-01-10 00:00:00-05:00,116.50608354181118,116.54004215202404,115.31732488265791,115.53810119628906,10190900,0.0,0.0,JPM,-0.009968171358720634,-1.163299560546875,,,,1.2227172693661288,1.0494879170213678,116.2530517578125,,,False
2020-01-13 00:00:00-05:00,115.63998731302985,116.4975814819336,115.27486424080135,116.4975814819336,12355200,0.0,0.0,JPM,0.008304449144568071,0.9594802856445312,,,,1.2227172411322442,1.0573481280505757,116.07813415527343,,,False
2020-01-14 00:00:00-05:00,117.12594497656474,119.5204225004445,116.91366800305534,117.8561782836914,24906000,0.0,0.0,JPM,0.011662017223666554,1.3585968017578125,,,,2.6067544973891614,2.2255995440726104,116.57401580810547,,,False
2020-01-15 00:00:00-05:00,117.04949979933237,117.68633056438564,115.60600636679423,116.09000396728516,16293400,0.0,0.0,JPM,-0.014985844120576353,-1.76617431640625,,,,2.080324197591409,1.777302936926583,116.53665313720703,,,False
2020-01-16 00:00:00-05:00,116.70987330279898,117.09196925028576,116.19191698756117,116.54005432128906,10783800,0.0,0.0,JPM,0.003876736485690202,0.45005035400390625,,,,0.9000522627245857,0.7711877643714316,116.50438385009765,,,False
2020-01-17 00:00:00-05:00,116.7862882837396,117.42311917285114,116.59949647611587,117.3467025756836,14697700,0.0,0.0,JPM,0.006921639595007356,0.8066482543945312,,,,0.8236226967352707,0.7052392098755873,116.86610412597656,,,False
2020-01-21 00:00:00-05:00,116.48908740872247,117.23630633058109,116.06453355882195,116.19189453125,8474200,0.0,0.0,JPM,-0.00984099270866845,-1.1548080444335938,,,,1.1717727717591373,1.0059077616839476,116.80496673583984,,,False
2020-01-22 00:00:00-05:00,116.53154145261836,116.66738883317234,115.80130833717702,116.0560302734375,7549100,0.0,0.0,JPM,-0.0011693092565588925,-0.1358642578125,,,,0.8660804959953197,0.7432155150435965,116.44493713378907,,,False
2020-01-23 00:00:00-05:00,115.23240870595303,116.1069885779651,114.3917874402718,115.9371566772461,9345700,0.0,0.0,JPM,-0.0010242776347884064,-0.11887359619140625,,,,1.715201137693299,1.4884711314766519,116.41436767578125,,,False
2020-01-24 00:00:00-05:00,115.79282095270982,115.84376534523454,112.35394489372854,113.0586929321289,15166400,0.0,0.0,JPM,-0.02482779315634287,-2.8784637451171875,,,,3.489820451506006,3.0138487194566754,115.71809539794921,,,False
2020-01-27 00:00:00-05:00,110.61327906735862,112.88039538642455,110.13778076234425,112.10770416259766,12860500,0.0,0.0,JPM,-0.008411460851596275,-0.95098876953125,,,,2.7426146240803035,2.479462364017047,114.67029571533203,,,False
