Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Return,Return_Abs,Volatility_20d,Volume_MA20,Volume_Ratio,Price_Range,Price_Range_Pct,MA_5,MA_20,MA_50,Abnormal_Move
2020-01-02 00:00:00-05:00,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000,0.0,0.0,AMZN,,,,,,1.6930007934570312,1.8058675130208333,,,,False
2020-01-03 00:00:00-05:00,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734,75288000,0.0,0.0,AMZN,-0.012139034655920922,-1.1520004272460938,,,,1.0849990844726562,1.163849935351673,,,,False
2020-01-06 00:00:00-05:00,93.0,95.18450164794922,93.0,95.14399719238281,81236000,0.0,0.0,AMZN,0.01488557393050649,1.3955001831054688,,,,2.1845016479492188,2.348926503171203,,,,False
2020-01-07 00:00:00-05:00,95.2249984741211,95.69450378417969,94.60199737548828,95.34300231933594,80898000,0.0,0.0,AMZN,0.0020916204156393725,0.199005126953125,,,,1.0925064086914062,1.147289499813762,,,,False
2020-01-08 00:00:00-05:00,94.9020004272461,95.55000305175781,94.3219985961914,94.59850311279297,70160000,0.0,0.0,AMZN,-0.007808640261289357,-0.7444992065429688,,,,1.2280044555664062,1.2939710965395517,94.7468994140625,,,False
2020-01-09 00:00:00-05:00,95.49449920654297,95.89099884033203,94.79000091552734,95.05249786376953,63346000,0.0,0.0,AMZN,0.0047991747864684076,0.4539947509765625,,,,1.1009979248046875,1.1529438176573532,94.77729949951171,,,False
2020-01-10 00:00:00-05:00,95.26850128173828,95.34700012207031,94.0,94.15799713134766,57074000,0.0,0.0,AMZN,-0.009410596802031268,-0.894500732421875,,,,1.3470001220703125,1.4138987219782313,94.85919952392578,,,False
2020-01-13 00:00:00-05:00,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140625,55616000,0.0,0.0,AMZN,0.004322578245699482,0.40700531005859375,,,,0.8600006103515625,0.9094232308171537,94.74340057373047,,,False
2020-01-14 00:00:00-05:00,94.29399871826172,94.35549926757812,92.92749786376953,93.47200012207031,68818000,0.0,0.0,AMZN,-0.011558211718052602,-1.0930023193359375,,,,1.4280014038085938,1.5144138791645452,94.36920013427735,,,False
2020-01-15 00:00:00-05:00,93.61250305175781,93.94300079345703,92.75450134277344,93.10099792480469,57932000,0.0,0.0,AMZN,-0.003969126548924895,-0.371002197265625,,,,1.1884994506835938,1.2695947784095456,94.06969909667968,,,False
2020-01-16 00:00:00-05:00,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,53190000,0.0,0.0,AMZN,0.00854991102959346,0.7960052490234375,,,,0.9785003662109375,1.0393049215813182,93.8386001586914,,,False
